"Observation station","Year","Month","Day","Time [Local time]","Air temperature mean [°C]","Dew-point temperature mean [°C]","Cloud cover [1/8]","Air pressure mean [hPa]","Relative humidity mean [%]","Precipitation amount mean [mm]","Weather description","Horizontal visibility mean [m]"
"Tornio Torppi","2023","2","17","09:20","-1","-1.6","Cloudy (8/8)","999","95","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","09:30","-1","-1.7","Cloudy (8/8)","999","95","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","09:40","-1","-1.7","Cloudy (8/8)","999","95","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","09:50","-1","-1.7","Cloudy (8/8)","999.1","95","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","10:00","-1","-1.7","Cloudy (8/8)","999.1","95","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","10:10","-1","-1.8","Cloudy (8/8)","999.2","95","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","10:20","-0.9","-1.7","Cloudy (8/8)","999.3","95","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","10:30","-0.8","-1.6","Cloudy (8/8)","999.3","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","10:40","-0.8","-1.6","Cloudy (8/8)","999.2","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","10:50","-0.9","-1.8","Cloudy (8/8)","999.3","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","11:00","-0.9","-1.7","Cloudy (8/8)","999.2","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","11:10","-0.9","-1.6","Cloudy (8/8)","999.2","95","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","11:20","-0.7","-1.5","Cloudy (8/8)","999.2","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","11:30","-0.7","-1.6","Cloudy (8/8)","999.2","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","11:40","-0.8","-1.6","Cloudy (8/8)","999.2","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","11:50","-0.8","-1.6","Cloudy (8/8)","999.2","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","12:00","-0.7","-1.5","Cloudy (8/8)","999.1","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","12:10","-0.6","-1.4","Cloudy (8/8)","999.1","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","12:20","-0.6","-1.5","Cloudy (8/8)","999.1","93","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","12:30","-0.5","-1.3","Cloudy (8/8)","999","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","12:40","-0.7","-1.5","Cloudy (8/8)","999","95","0","No significant weather","49392"
"-","2023","2","17","12:50","-","-","-","-","-","-","-","-"
"Tornio Torppi","2023","2","17","13:00","-1.3","-1.7","Cloudy (8/8)","999","97","0","Mist","7371"
"Tornio Torppi","2023","2","17","13:10","-1.3","-1.6","Cloudy (8/8)","999","97","0","Mist","5520"
"Tornio Torppi","2023","2","17","13:20","-1.3","-1.7","Cloudy (8/8)","998.9","97","0","Mist","4072"
"Tornio Torppi","2023","2","17","13:30","-1.3","-1.6","Cloudy (8/8)","998.8","98","0","Mist","3825"
"Tornio Torppi","2023","2","17","13:40","-1.3","-1.6","Cloudy (8/8)","998.7","98","0","Mist","2710"
"Tornio Torppi","2023","2","17","13:50","-1.4","-1.7","Cloudy (8/8)","998.6","98","0","Mist","3650"
"Tornio Torppi","2023","2","17","14:00","-1.3","-1.7","Cloudy (8/8)","998.5","98","0","Mist","3523"
"Tornio Torppi","2023","2","17","14:10","-1.3","-1.6","Cloudy (8/8)","998.4","98","0","Mist","4977"
"Tornio Torppi","2023","2","17","14:20","-1.3","-1.6","Cloudy (8/8)","998.3","98","0","Mist","5173"
"Tornio Torppi","2023","2","17","14:30","-1.2","-1.5","Cloudy (8/8)","998.3","98","0","Mist","7166"
"Tornio Torppi","2023","2","17","14:40","-1.1","-1.4","Cloudy (8/8)","998.3","98","0","Mist","7650"
"Tornio Torppi","2023","2","17","14:50","-1","-1.4","Cloudy (8/8)","998.4","97","0","No significant weather","10235"
"Tornio Torppi","2023","2","17","15:00","-1","-1.3","Cloudy (8/8)","998.3","97","0","No significant weather","10930"
"Tornio Torppi","2023","2","17","15:10","-0.9","-1.3","Cloudy (8/8)","998.3","97","0","Mist","8516"
"Tornio Torppi","2023","2","17","15:20","-0.9","-1.3","Cloudy (8/8)","998.3","97","0","No significant weather","18840"
"Tornio Torppi","2023","2","17","15:30","-0.8","-1.3","Cloudy (8/8)","998.2","96","0","No significant weather","26213"
"Tornio Torppi","2023","2","17","15:40","-0.9","-1.4","Cloudy (8/8)","998.2","96","0","No significant weather","29308"
"Tornio Torppi","2023","2","17","15:50","-1","-1.5","Cloudy (8/8)","998","97","0","No significant weather","20270"
"Tornio Torppi","2023","2","17","16:00","-1","-1.5","Cloudy (8/8)","997.9","96","0","No significant weather","27255"
"Tornio Torppi","2023","2","17","16:10","-1","-1.5","Cloudy (8/8)","997.9","96","0","No significant weather","24330"
"Tornio Torppi","2023","2","17","16:20","-1","-1.6","Cloudy (8/8)","997.8","96","0","No significant weather","34043"
"Tornio Torppi","2023","2","17","16:30","-1.1","-1.6","Cloudy (8/8)","997.9","96","0","No significant weather","20135"
"Tornio Torppi","2023","2","17","16:40","-1.1","-1.6","Cloudy (8/8)","997.8","97","0","No significant weather","14321"
"Tornio Torppi","2023","2","17","16:50","-1.1","-1.6","Cloudy (8/8)","997.7","97","0","No significant weather","12003"
"Tornio Torppi","2023","2","17","17:00","-1.2","-1.5","Cloudy (8/8)","997.8","97","0","Mist","7859"
"Tornio Torppi","2023","2","17","17:10","-1.2","-1.5","Cloudy (8/8)","997.7","97","0","Mist","5066"
"Tornio Torppi","2023","2","17","17:20","-1.3","-1.6","Cloudy (8/8)","997.7","98","0","Mist","4537"
"Tornio Torppi","2023","2","17","17:30","-1.2","-1.6","Cloudy (8/8)","997.7","98","0","Mist","3973"
"Tornio Torppi","2023","2","17","17:40","-1.3","-1.6","Cloudy (8/8)","997.7","98","0","Mist","3717"
"Tornio Torppi","2023","2","17","17:50","-1.2","-1.5","Cloudy (8/8)","997.6","98","0","Mist","5165"
"Tornio Torppi","2023","2","17","18:00","-1.2","-1.5","Cloudy (8/8)","997.6","98","0","Mist","6528"
"Tornio Torppi","2023","2","17","18:10","-1","-1.3","Cloudy (8/8)","997.6","98","0","Mist","8677"
"Tornio Torppi","2023","2","17","18:20","-0.9","-1.3","Cloudy (8/8)","997.6","97","0","No significant weather","13853"
"Tornio Torppi","2023","2","17","18:30","-0.8","-1.3","Cloudy (8/8)","997.6","96","0","No significant weather","14416"
"Tornio Torppi","2023","2","17","18:40","-0.7","-1.3","Cloudy (8/8)","997.4","96","0","No significant weather","15225"
"Tornio Torppi","2023","2","17","18:50","-0.7","-1.3","Cloudy (8/8)","997.4","96","0","No significant weather","15916"
"Tornio Torppi","2023","2","17","19:00","-0.7","-1.3","Cloudy (8/8)","997.3","95","0","No significant weather","17198"
"Tornio Torppi","2023","2","17","19:10","-0.6","-1.3","Cloudy (8/8)","997.4","95","0","No significant weather","17025"
"Tornio Torppi","2023","2","17","19:20","-0.6","-1.3","Cloudy (8/8)","997.3","95","0","No significant weather","19237"
"Tornio Torppi","2023","2","17","19:30","-0.5","-1.3","Cloudy (8/8)","997.3","94","0","No significant weather","19641"
"Tornio Torppi","2023","2","17","19:40","-0.4","-1.3","Cloudy (8/8)","997.2","94","0","No significant weather","22194"
"Tornio Torppi","2023","2","17","19:50","-0.5","-1.2","Cloudy (8/8)","997.1","95","0","No significant weather","13942"
"Tornio Torppi","2023","2","17","20:00","-0.6","-1.2","Cloudy (8/8)","996.9","95","0","No significant weather","15740"
"Tornio Torppi","2023","2","17","20:10","-0.6","-1.2","Cloudy (8/8)","996.8","96","0","No significant weather","16758"
"Tornio Torppi","2023","2","17","20:20","-0.6","-1.2","Cloudy (8/8)","996.8","96","0","No significant weather","17892"
"Tornio Torppi","2023","2","17","20:30","-0.6","-1.1","Cloudy (8/8)","996.7","96","0","No significant weather","13797"
"Tornio Torppi","2023","2","17","20:40","-0.5","-1.1","Cloudy (8/8)","996.7","96","0","No significant weather","14079"
"Tornio Torppi","2023","2","17","20:50","-0.4","-1","Cloudy (8/8)","996.6","96","0","No significant weather","15042"
"Tornio Torppi","2023","2","17","21:00","-0.3","-1","Cloudy (8/8)","996.6","95","0","No significant weather","16617"
"Tornio Torppi","2023","2","17","21:10","-0.3","-1","Cloudy (8/8)","996.5","95","0","No significant weather","20589"
"Tornio Torppi","2023","2","17","21:20","-0.3","-1","Cloudy (8/8)","996.5","95","0","Precipitation, slight or moderate","16725"
"Tornio Torppi","2023","2","17","21:30","-0.3","-1","Cloudy (8/8)","996.5","95","0","Rain showers, light","22445"
"Tornio Torppi","2023","2","17","21:40","-0.2","-1","Cloudy (8/8)","996.4","94","0","Precipitation during previous hour, but not during observation.","32340"
"Tornio Torppi","2023","2","17","21:50","-0.2","-1","Cloudy (8/8)","996.3","94","0","Showers or intermittent precipitation","22712"
"Tornio Torppi","2023","2","17","22:00","-0.2","-1","Cloudy (8/8)","996.2","94","0","Showers or intermittent precipitation","34354"
"Tornio Torppi","2023","2","17","22:10","-0.1","-1","Cloudy (8/8)","996.2","94","0","Rain during previous hour, but not during observation","34588"
"Tornio Torppi","2023","2","17","22:20","-0.1","-1","Cloudy (8/8)","996.2","93","0","Precipitation during previous hour, but not during observation.","50000"
"Tornio Torppi","2023","2","17","22:30","0","-1.1","Cloudy (8/8)","996.1","93","0","Precipitation during previous hour, but not during observation.","50000"
"Tornio Torppi","2023","2","17","22:40","0","-1.1","Cloudy (8/8)","996.1","93","0","Precipitation during previous hour, but not during observation.","50000"
"Tornio Torppi","2023","2","17","22:50","-0.1","-1","Cloudy (8/8)","996.1","93","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","23:00","-0.1","-1","Cloudy (8/8)","996","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","23:10","-0.1","-1","Cloudy (8/8)","995.9","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","23:20","-0.1","-1","Cloudy (8/8)","995.8","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","23:30","0.1","-0.9","Cloudy (8/8)","995.8","93","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","23:40","0.1","-0.9","Cloudy (8/8)","995.8","93","0","No significant weather","50000"
"Tornio Torppi","2023","2","17","23:50","0.1","-0.8","Cloudy (8/8)","995.9","93","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","00:00","0.2","-0.8","Cloudy (8/8)","995.8","93","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","00:10","0.3","-0.8","Cloudy (8/8)","995.8","92","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","00:20","0.3","-0.9","Cloudy (8/8)","995.7","92","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","00:30","0.3","-0.9","Cloudy (8/8)","995.6","92","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","00:40","0.3","-0.9","Cloudy (8/8)","995.5","92","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","00:50","0.2","-0.8","Cloudy (8/8)","995.4","93","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","01:00","0.3","-0.8","Cloudy (8/8)","995.3","93","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","01:10","0.3","-0.7","Cloudy (8/8)","995.3","93","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","01:20","0.3","-0.7","Cloudy (8/8)","995.1","93","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","01:30","0.3","-0.6","Cloudy (8/8)","995.1","93","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","01:40","0.3","-0.6","Cloudy (8/8)","995.1","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","01:50","0.3","-0.6","Cloudy (8/8)","995","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","02:00","0.3","-0.6","Cloudy (8/8)","995","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","02:10","0.3","-0.5","Cloudy (8/8)","995","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","02:20","0.4","-0.5","Cloudy (8/8)","994.9","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","02:30","0.3","-0.5","Cloudy (8/8)","994.8","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","02:40","0.4","-0.5","Cloudy (8/8)","994.7","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","02:50","0.4","-0.5","Cloudy (8/8)","994.7","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","03:00","0.4","-0.5","Cloudy (8/8)","994.6","94","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","03:10","0.4","-0.5","Cloudy (8/8)","994.6","93","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","03:20","0.4","-0.6","Cloudy (8/8)","994.5","93","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","03:30","0.3","-0.6","Cloudy (8/8)","994.4","93","0","Precipitation, slight or moderate","41388"
"Tornio Torppi","2023","2","18","03:40","0.4","-0.6","Cloudy (8/8)","994.4","93","0","Rain showers, light","50000"
"Tornio Torppi","2023","2","18","03:50","0.4","-0.6","Cloudy (8/8)","994.3","93","0","Precipitation during previous hour, but not during observation.","50000"
"Tornio Torppi","2023","2","18","04:00","0.3","-0.7","Cloudy (8/8)","994.2","93","0","Precipitation during previous hour, but not during observation.","50000"
"Tornio Torppi","2023","2","18","04:10","0.3","-0.7","Cloudy (8/8)","994.1","93","0","Precipitation during previous hour, but not during observation.","50000"
"Tornio Torppi","2023","2","18","04:20","0.2","-0.8","Cloudy (8/8)","994.1","93","0","Precipitation during previous hour, but not during observation.","50000"
"Tornio Torppi","2023","2","18","04:30","0.2","-0.9","Cloudy (8/8)","994","92","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","04:40","0.2","-0.9","Cloudy (8/8)","994","93","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","04:50","0.2","-1","Cloudy (8/8)","993.8","92","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","05:00","0.1","-1","Cloudy (8/8)","993.8","92","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","05:10","0.1","-1.1","Cloudy (8/8)","993.8","92","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","05:20","0","-1.1","Cloudy (8/8)","993.8","92","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","05:30","0","-1.2","Cloudy (8/8)","993.8","92","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","05:40","-0.1","-1.3","Cloudy (8/8)","993.7","92","0","No significant weather","50000"
"Tornio Torppi","2023","2","18","05:50","-0.1","-1.3","Cloudy (8/8)","993.7","92","0","Precipitation","34221"
"Tornio Torppi","2023","2","18","06:00","-0.1","-1.3","Cloudy (8/8)","993.6","92","0","Precipitation, slight or moderate","15086"
"Tornio Torppi","2023","2","18","06:10","-0.2","-1.4","Cloudy (8/8)","993.6","92","0","Precipitation, slight or moderate","10957"
"Tornio Torppi","2023","2","18","06:20","-0.3","-1.4","Cloudy (8/8)","993.6","92","0","Precipitation, slight or moderate","7186"
"Tornio Torppi","2023","2","18","06:30","-0.4","-1.4","Cloudy (8/8)","993.6","93","0","Snow grains","3192"
"Tornio Torppi","2023","2","18","06:40","-0.5","-1.4","Cloudy (8/8)","993.5","94","0.08","Snow grains","2578"
"Tornio Torppi","2023","2","18","06:50","-0.6","-1.4","Cloudy (8/8)","993.4","94","0.03","Snow, light","2504"
"Tornio Torppi","2023","2","18","07:00","-0.6","-1.4","Cloudy (8/8)","993.4","94","0.12","Snow, light","2852"
"Tornio Torppi","2023","2","18","07:10","-0.7","-1.4","Cloudy (8/8)","993.3","95","0","Snow, light","3518"
"Tornio Torppi","2023","2","18","07:20","-0.7","-1.5","Cloudy (8/8)","993.3","94","0.08","Snow, light","3719"
"Tornio Torppi","2023","2","18","07:30","-0.7","-1.5","Cloudy (8/8)","993.3","94","0.03","Snow, light","3210"
"Tornio Torppi","2023","2","18","07:40","-0.7","-1.5","Cloudy (8/8)","993.2","94","0.08","Snow, light","3917"
"Tornio Torppi","2023","2","18","07:50","-0.7","-1.6","Cloudy (8/8)","993.3","94","0","Snow, light","4733"
"Tornio Torppi","2023","2","18","08:00","-0.8","-1.6","Cloudy (8/8)","993.3","94","0.08","Snow, light","3089"
"Tornio Torppi","2023","2","18","08:10","-0.8","-1.6","Cloudy (8/8)","993.3","95","0.03","Snow, light","1916"
"Tornio Torppi","2023","2","18","08:20","-0.9","-1.7","Cloudy (8/8)","993.3","94","0.12","Snow, light","2259"
"Tornio Torppi","2023","2","18","08:30","-0.9","-1.8","Cloudy (8/8)","993.3","94","0","Snow, light","2878"
"Tornio Torppi","2023","2","18","08:40","-1","-1.9","Cloudy (8/8)","993.3","94","0.12","Snow, light","2945"
"Tornio Torppi","2023","2","18","08:50","-1","-1.9","Cloudy (8/8)","993.3","94","0.08","Snow, light","2376"
"Tornio Torppi","2023","2","18","09:00","-1.1","-1.9","Cloudy (8/8)","993.3","94","0.08","Snow, light","2274"
"Tornio Torppi","2023","2","18","09:10","-1.1","-2","Cloudy (8/8)","993.3","93","0","Snow, light","3728"
"Tornio Torppi","2023","2","18","09:20","-1.1","-2","Cloudy (8/8)","993.2","93","0.12","Snow, light","3358"
"Tornio Torppi","2023","2","18","09:30","-1.1","-2","Cloudy (8/8)","993.3","93","0.08","Snow, light","2240"
"Tornio Torppi","2023","2","18","09:40","-1","-2","Cloudy (8/8)","993.2","93","0.03","Snow, light","2284"
"Tornio Torppi","2023","2","18","09:50","-1","-2","Cloudy (8/8)","993.3","93","0.12","Snow, light","2948"
"Tornio Torppi","2023","2","18","10:00","-1","-1.9","Cloudy (8/8)","993.3","93","0","Snow, light","2665"
"Tornio Torppi","2023","2","18","10:10","-1","-1.9","Cloudy (8/8)","993.2","93","0.17","Snow, light","2600"
"Tornio Torppi","2023","2","18","10:20","-1","-1.9","Cloudy (8/8)","993.2","93","0.08","Snow, light","2458"
"Tornio Torppi","2023","2","18","10:30","-1","-2","Cloudy (8/8)","993.2","93","0.08","Snow, light","2937"
"Tornio Torppi","2023","2","18","10:40","-1","-1.9","Cloudy (8/8)","993.2","93","0.08","Snow, light","2832"
"Tornio Torppi","2023","2","18","10:50","-1","-2","Cloudy (8/8)","993.1","93","0.08","Snow, light","2614"
"Tornio Torppi","2023","2","18","11:00","-1","-2","Cloudy (8/8)","993.1","93","0.12","Snow, light","1592"
"Tornio Torppi","2023","2","18","11:10","-1.1","-1.9","Cloudy (8/8)","993.2","94","0.17","Snow, moderate","894"
"Tornio Torppi","2023","2","18","11:20","-1.1","-1.9","Cloudy (8/8)","993.1","94","0.08","Snow, light","1588"
"Tornio Torppi","2023","2","18","11:30","-1.1","-2.1","Cloudy (8/8)","993.1","93","0.12","Snow, light","1662"
"Tornio Torppi","2023","2","18","11:40","-1.1","-2.1","Cloudy (8/8)","993.1","93","0.12","Snow, light","2084"
"Tornio Torppi","2023","2","18","11:50","-1.1","-2.1","Cloudy (8/8)","993","93","0.08","Snow, light","1664"
"Tornio Torppi","2023","2","18","12:00","-1.1","-2.1","Cloudy (8/8)","993","93","0.17","Snow, light","1673"
"Tornio Torppi","2023","2","18","12:10","-1.2","-2.1","Cloudy (8/8)","993","93","0.17","Snow, light","1554"
"Tornio Torppi","2023","2","18","12:20","-1.2","-2.1","Cloudy (8/8)","992.9","94","0.08","Snow, light","1518"
"Tornio Torppi","2023","2","18","12:30","-1.2","-2.1","Cloudy (8/8)","992.9","94","0.22","Snow, light","1403"
"Tornio Torppi","2023","2","18","12:40","-1.2","-2.1","Cloudy (8/8)","992.9","94","0.17","Snow, light","1510"
"Tornio Torppi","2023","2","18","12:50","-1.3","-2.2","Cloudy (8/8)","992.8","93","0.13","Snow, light","1948"
"Tornio Torppi","2023","2","18","13:00","-1.3","-2.3","Cloudy (8/8)","992.8","93","0.08","Snow, light","1604"
"Tornio Torppi","2023","2","18","13:10","-1.3","-2.3","Cloudy (8/8)","992.7","93","0.22","Snow, light","2387"
"Tornio Torppi","2023","2","18","13:20","-1.2","-2.3","Cloudy (8/8)","992.6","93","0","Snow, light","2666"
"Tornio Torppi","2023","2","18","13:30","-1.2","-2.2","Cloudy (8/8)","992.6","93","0.17","Snow, light","2253"
"Tornio Torppi","2023","2","18","13:40","-1.2","-2.3","Cloudy (8/8)","992.6","93","0.13","Snow, light","2239"
"Tornio Torppi","2023","2","18","13:50","-1.3","-2.3","Cloudy (8/8)","992.5","93","0.03","Snow, light","2851"
"Tornio Torppi","2023","2","18","14:00","-1.3","-2.3","Cloudy (8/8)","992.5","92","0.12","Snow, light","3074"
"Tornio Torppi","2023","2","18","14:10","-1.3","-2.4","Cloudy (8/8)","992.5","92","0","Snow, light","3228"
"Tornio Torppi","2023","2","18","14:20","-1.3","-2.4","Cloudy (8/8)","992.4","92","0.12","Snow, light","3247"
"Tornio Torppi","2023","2","18","14:30","-1.3","-2.5","Cloudy (8/8)","992.3","92","0","Snow, light","3762"
"Tornio Torppi","2023","2","18","14:40","-1.3","-2.5","Cloudy (8/8)","992.3","92","0.08","Snow, light","5292"
"Tornio Torppi","2023","2","18","14:50","-1.3","-2.6","Cloudy (8/8)","992.3","91","0","Snow, light","5150"
"Tornio Torppi","2023","2","18","15:00","-1.3","-2.6","Cloudy (8/8)","992.2","91","0.08","Snow, light","5384"
"Tornio Torppi","2023","2","18","15:10","-1.3","-2.6","Cloudy (8/8)","992.2","91","0","Snow, light","4852"
"Tornio Torppi","2023","2","18","15:20","-1.4","-2.6","Cloudy (8/8)","992.1","91","0","Snow, light","4583"
"Tornio Torppi","2023","2","18","15:30","-1.3","-2.7","Cloudy (8/8)","992.1","91","0.12","Snow, light","5067"
"Tornio Torppi","2023","2","18","15:40","-1.3","-2.7","Cloudy (8/8)","992.1","91","0","Snow, light","5358"
"Tornio Torppi","2023","2","18","15:50","-1.4","-2.8","Cloudy (8/8)","992.1","90","0","Snow, light","5438"
"Tornio Torppi","2023","2","18","16:00","-1.4","-2.9","Cloudy (8/8)","992.1","90","0","Snow, light","5723"
"Tornio Torppi","2023","2","18","16:10","-1.5","-2.9","Cloudy (8/8)","992.2","90","0","Snow, light","6579"
"Tornio Torppi","2023","2","18","16:20","-1.5","-2.9","Cloudy (8/8)","992.2","90","0","Snow, light","5388"
"Tornio Torppi","2023","2","18","16:30","-1.5","-2.8","Cloudy (8/8)","992.2","91","0.13","Snow, light","6797"
"Tornio Torppi","2023","2","18","16:40","-1.5","-2.7","Cloudy (8/8)","992.1","91","0","Snow, light","5508"
"Tornio Torppi","2023","2","18","16:50","-1.6","-2.7","Cloudy (8/8)","992.1","92","0.08","Snow, light","4535"
"Tornio Torppi","2023","2","18","17:00","-1.6","-2.7","Cloudy (8/8)","992.1","93","0","Snow, light","4096"
"Tornio Torppi","2023","2","18","17:10","-1.7","-2.6","Cloudy (8/8)","992.1","94","0.08","Snow, light","3369"
"Tornio Torppi","2023","2","18","17:20","-1.7","-2.7","Cloudy (8/8)","992.1","93","0.03","Snow, light","2659"
"Tornio Torppi","2023","2","18","17:30","-1.8","-2.7","Cloudy (8/8)","992.1","94","0.08","Snow, light","2614"
"Tornio Torppi","2023","2","18","17:40","-2","-2.7","Cloudy (8/8)","992","94","0.03","Snow, light","3326"
"Tornio Torppi","2023","2","18","17:50","-1.9","-2.6","Cloudy (8/8)","992","95","0.08","Snow, light","3111"
"Tornio Torppi","2023","2","18","18:00","-1.9","-2.6","Cloudy (8/8)","992.1","95","0.03","Snow, light","3621"
"Tornio Torppi","2023","2","18","18:10","-1.9","-3","Cloudy (8/8)","992","92","0","Snow, light","6155"
"Tornio Torppi","2023","2","18","18:20","-2","-3","Cloudy (8/8)","992","93","0","Snow, light","9990"
"Tornio Torppi","2023","2","18","18:30","-2.2","-3.3","Cloudy (8/8)","992","92","0","Snow grains","7610"
"Tornio Torppi","2023","2","18","18:40","-2.3","-3.6","Cloudy (8/8)","992.1","91","0","Snow grains","5898"
"Tornio Torppi","2023","2","18","18:50","-2.6","-3.9","Cloudy (8/8)","992.1","91","0.15","Snow grains","5118"
"Tornio Torppi","2023","2","18","19:00","-2.7","-3.9","Cloudy (8/8)","992.1","91","0","Snow, light","4730"
"Tornio Torppi","2023","2","18","19:10","-2.7","-3.8","Cloudy (8/8)","992.1","92","0.1","Snow, light","5173"
"Tornio Torppi","2023","2","18","19:20","-2.7","-3.7","Cloudy (8/8)","992.2","93","0.03","Snow, light","5321"
"Tornio Torppi","2023","2","18","19:30","-2.7","-3.7","Cloudy (8/8)","992.2","93","0","Snow, light","5754"
"Tornio Torppi","2023","2","18","19:40","-2.8","-4","Cloudy (8/8)","992.2","92","0.08","Snow, light","4791"
"Tornio Torppi","2023","2","18","19:50","-2.9","-4.1","Cloudy (8/8)","992.1","91","0.03","Snow, light","5314"
"Tornio Torppi","2023","2","18","20:00","-2.9","-4","Cloudy (8/8)","992.2","92","0","Snow, light","4636"
"Tornio Torppi","2023","2","18","20:10","-3","-4","Cloudy (8/8)","992.1","93","0.08","Snow, light","2862"
"Tornio Torppi","2023","2","18","20:20","-3","-4","Cloudy (8/8)","992.2","93","0.03","Snow, light","3966"
"Tornio Torppi","2023","2","18","20:30","-3","-4.1","Cloudy (8/8)","992.3","92","0","Snow, light","5466"
"Tornio Torppi","2023","2","18","20:40","-3.1","-4.4","Cloudy (8/8)","992.3","91","0.08","Snow, light","5811"
"Tornio Torppi","2023","2","18","20:50","-3.3","-4.8","Cloudy (8/8)","992.3","89","0","Snow, light","3466"
"Tornio Torppi","2023","2","18","21:00","-3.5","-4.8","Cloudy (8/8)","992.2","90","0.08","Snow, light","3132"
"Tornio Torppi","2023","2","18","21:10","-3.6","-4.8","Cloudy (8/8)","992.2","91","0.03","Snow, light","3382"
"Tornio Torppi","2023","2","18","21:20","-3.7","-4.7","Cloudy (8/8)","992.2","92","0.08","Snow, light","3138"
"Tornio Torppi","2023","2","18","21:30","-3.7","-4.7","Cloudy (8/8)","992.2","93","0.03","Snow, light","3158"
"Tornio Torppi","2023","2","18","21:40","-3.6","-4.6","Cloudy (8/8)","992.1","93","0","Snow, light","3047"
"Tornio Torppi","2023","2","18","21:50","-3.6","-4.6","Cloudy (8/8)","992.2","92","0.12","Snow, light","3159"
"Tornio Torppi","2023","2","18","22:00","-3.6","-4.8","Cloudy (8/8)","992.1","91","0.03","Snow, light","2595"
"Tornio Torppi","2023","2","18","22:10","-3.7","-5.1","Cloudy (8/8)","992.1","90","0.08","Snow, light","2671"
"Tornio Torppi","2023","2","18","22:20","-3.8","-5.1","Cloudy (8/8)","992.1","91","0.03","Snow, light","2451"
"Tornio Torppi","2023","2","18","22:30","-3.8","-5","Cloudy (8/8)","992.1","92","0.12","Snow, light","1999"
"Tornio Torppi","2023","2","18","22:40","-3.8","-4.9","Cloudy (8/8)","992.1","93","0.03","Snow, light","1494"
"Tornio Torppi","2023","2","18","22:50","-3.9","-4.8","Cloudy (8/8)","992.1","93","0.17","Snow, light","1397"
"Tornio Torppi","2023","2","18","23:00","-3.9","-4.8","Cloudy (8/8)","992.1","93","0.08","Snow, light","1661"
"Tornio Torppi","2023","2","18","23:10","-3.9","-4.8","Cloudy (8/8)","992.1","94","0.08","Snow, light","2153"
"Tornio Torppi","2023","2","18","23:20","-3.9","-4.8","Cloudy (8/8)","992.1","93","0.12","Snow, light","1543"
"Tornio Torppi","2023","2","18","23:30","-3.8","-4.9","Cloudy (8/8)","992","92","0.08","Snow, light","1739"
